,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
658015,2030,2143,1,974746030,M,25,4,77345,Legend (1985),Adventure|Fantasy|Romance,False
197668,5276,1580,4,992268598,F,25,4,91740,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
668118,1980,1956,4,1020321585,M,35,7,06460,Ordinary People (1980),Drama,False
308432,1837,1885,3,974838262,M,25,2,08817,"Opposite of Sex, The (1998)",Comedy|Drama,False
405136,5641,1358,3,958925273,F,25,17,48473,Sling Blade (1996),Drama|Thriller,False
6635,1985,1197,3,974684317,M,45,12,92122,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
133394,5961,736,2,957023131,F,45,0,78757,Twister (1996),Action|Adventure|Romance|Thriller,False
450879,4407,316,4,965156864,M,18,4,02143,Stargate (1994),Action|Adventure|Sci-Fi,False
134390,2457,1198,5,974179589,M,25,0,60656,Raiders of the Lost Ark (1981),Action|Adventure,False
126218,881,2427,2,975264344,M,18,14,76401,"Thin Red Line, The (1998)",Action|Drama|War,False
292948,4611,16,2,964153057,F,18,4,78705,Casino (1995),Drama|Thriller,False
277437,934,3176,4,992025784,F,35,7,97401,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
999686,1470,1630,2,974915568,M,18,4,94118,"Lay of the Land, The (1997)",Comedy|Drama,False
384892,2955,25,2,971205848,M,35,14,92025,Leaving Las Vegas (1995),Drama|Romance,False
202972,695,3552,3,975602703,F,18,1,04240,Caddyshack (1980),Comedy,False
267046,1861,3163,2,974702421,M,50,16,92129,Topsy-Turvy (1999),Drama,False
448248,5880,3525,3,957544934,M,25,1,08904,Bachelor Party (1984),Comedy,False
258174,2562,1912,4,973980162,M,18,0,98021,Out of Sight (1998),Action|Crime|Romance,False
11904,3159,919,4,968881901,F,25,15,15213,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
367101,1219,454,2,974841361,M,25,7,12206,"Firm, The (1993)",Drama|Thriller,False
419742,1130,2622,4,974900776,M,18,7,60012,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,False
499177,3389,2423,3,967513705,M,18,0,13603,Christmas Vacation (1989),Comedy,False
533694,4104,541,3,965415905,M,18,16,42141,Blade Runner (1982),Film-Noir|Sci-Fi,False
839538,5111,3061,3,962329791,M,35,2,78006,Holiday Inn (1942),Comedy|Musical,False
908625,1284,3185,4,975358005,M,45,16,33334,Snow Falling on Cedars (1999),Drama,False
580536,4344,3494,3,965324707,M,25,1,44240,True Grit (1969),Adventure|Western,False
6164,678,1197,2,978702553,M,25,0,34952,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
927032,1842,1858,4,996425388,M,18,4,53190,Mr. Nice Guy (1997),Action|Comedy,False
700334,5039,1994,2,962512505,F,35,4,97068,Poltergeist (1982),Horror|Thriller,False
252009,5557,50,5,959449055,M,35,14,33701,"Usual Suspects, The (1995)",Crime|Thriller,False
954609,4510,544,2,966788046,M,45,7,92503,Striking Distance (1993),Action,False
643769,2976,610,5,971022542,M,18,20,86001,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,False
532597,453,541,2,976233066,M,18,4,55102,Blade Runner (1982),Film-Noir|Sci-Fi,False
780752,308,2412,1,995838384,M,25,2,10025,Rocky V (1990),Action|Drama,False
471866,1430,2174,4,974760529,M,18,4,97215,Beetlejuice (1988),Comedy|Fantasy,False
298368,4843,3260,4,962847297,M,56,1,04032,Howards End (1992),Drama,False
930049,5771,2899,4,958753512,M,25,7,95616,Gulliver's Travels (1939),Adventure|Animation|Children's,False
408321,4454,3755,2,965083273,M,25,20,111225,"Perfect Storm, The (2000)",Action|Adventure|Thriller,False
210573,5744,2115,4,958532669,F,25,4,66044,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
604593,624,1396,2,975789356,M,25,1,75207,Sneakers (1992),Crime|Drama|Sci-Fi,False
506494,3280,2431,1,968347536,M,25,7,33486,Patch Adams (1998),Comedy|Drama,False
148887,2015,3809,5,974676675,M,18,4,01003,What About Bob? (1991),Comedy,False
930121,2457,558,2,974181417,M,25,0,60656,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,False
116338,4609,3699,3,964166268,F,25,4,53951,Starman (1984),Adventure|Drama|Romance|Sci-Fi,False
379959,2186,555,3,974607461,M,18,5,41018,True Romance (1993),Action|Crime|Romance,False
773073,677,2313,5,975610794,M,50,2,94122,"Elephant Man, The (1980)",Drama,False
761300,4001,1663,4,965570292,F,25,1,01860,Stripes (1981),Comedy,False
328077,3650,364,4,966457637,M,25,0,60611,"Lion King, The (1994)",Animation|Children's|Musical,False
243905,1803,1617,4,974700360,M,25,2,50021,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
262833,3892,162,4,972172280,M,25,20,91505,Crumb (1994),Documentary,False
559206,5954,3448,4,957653571,M,45,11,70802,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
309955,3821,3051,3,974758124,M,25,20,44313,Anywhere But Here (1999),Drama,False
515841,5658,1204,5,958807776,M,56,0,32043,Lawrence of Arabia (1962),Adventure|War,False
669144,2529,3705,3,974056796,F,35,9,95903,Bird on a Wire (1990),Action|Adventure|Romance|Thriller,False
478391,1584,918,1,974764466,M,25,19,45701,Meet Me in St. Louis (1944),Musical,False
496634,2012,1032,3,974675583,M,25,4,49456,Alice in Wonderland (1951),Animation|Children's|Musical,False
246133,3771,2560,4,966048461,M,25,1,14982,Ravenous (1999),Drama|Horror,False
17709,2944,2791,5,1011209913,F,18,4,48104,Airplane! (1980),Comedy,False
264745,651,3016,2,975705211,M,35,7,20895,Creepshow (1982),Horror,False
189673,4961,1079,4,962634043,M,25,7,46220,"Fish Called Wanda, A (1988)",Comedy,False
552648,3509,208,3,967479893,M,18,4,02115,Waterworld (1995),Action|Adventure,False
688003,3724,2990,4,966226903,M,35,6,77083,Licence to Kill (1989),Action,False
409008,3458,2302,4,967221874,M,45,0,02131,My Cousin Vinny (1992),Comedy,False
866875,300,909,3,976505411,M,25,7,78664,"Apartment, The (1960)",Comedy|Drama,False
852274,3051,1620,3,970206898,M,18,17,94063,Kiss the Girls (1997),Crime|Drama|Thriller,False
994442,424,2982,2,1017694394,M,25,17,55112,"Guardian, The (1990)",Horror|Thriller,False
220698,4961,1387,3,962635297,M,25,7,46220,Jaws (1975),Action|Horror,False
524967,2012,3175,2,1031008115,M,25,4,49456,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
78701,5617,2881,5,959127370,M,25,14,48336,Double Jeopardy (1999),Action|Thriller,False
205224,5889,1304,5,957536017,M,50,20,06033,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
423926,4535,2054,3,964720400,M,18,19,17517,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
647728,240,1301,4,976755015,M,50,17,55113,Forbidden Planet (1956),Sci-Fi,False
924919,5718,2690,4,958587862,F,35,14,38018,"Ideal Husband, An (1999)",Comedy,False
252110,5911,50,5,957479820,F,25,17,80301,"Usual Suspects, The (1995)",Crime|Thriller,False
321827,1426,357,3,974859444,M,18,14,94070,Four Weddings and a Funeral (1994),Comedy|Romance,False
438189,4890,1269,3,962735655,F,25,1,79928,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,False
256507,1737,3513,4,974705466,M,35,20,46614,Rules of Engagement (2000),Drama|Thriller,False
387943,3605,2541,4,966615184,M,18,12,60640,Cruel Intentions (1999),Drama,False
947547,2352,2327,4,974401683,M,50,13,41076,Tales from the Darkside: The Movie (1990),Horror,False
964789,5795,3394,2,958148956,M,25,1,92688,Blind Date (1987),Comedy|Romance,False
525936,5371,3175,3,960481238,M,25,11,55408,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
41598,5913,150,4,957357230,F,18,0,47901,Apollo 13 (1995),Drama,False
547205,3192,2105,5,968645828,M,18,4,02912,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
914091,6000,1401,4,956881885,M,45,17,30075,Ghosts of Mississippi (1996),Drama,False
141954,3621,2571,4,966574872,M,18,4,33023,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
923651,2188,1919,3,974608123,F,18,19,60641,Madeline (1998),Children's|Comedy,False
761515,5643,1663,3,958891599,F,35,1,84108,Stripes (1981),Comedy,False
106612,5504,1945,5,959737083,M,45,7,85287-2702,On the Waterfront (1954),Crime|Drama,False
866733,5858,900,3,957715697,M,25,4,01002,"American in Paris, An (1951)",Musical|Romance,False
992754,337,49,5,976349802,M,18,19,80205,When Night Is Falling (1995),Drama|Romance,False
870879,524,492,4,976170069,M,18,0,91320,Manhattan Murder Mystery (1993),Comedy|Mystery,False
14608,954,2918,4,975135242,F,25,0,21030,Ferris Bueller's Day Off (1986),Comedy,False
92763,1101,1188,2,974924223,M,35,1,06417,Strictly Ballroom (1992),Comedy|Romance,False
157624,3285,380,1,968118508,M,25,4,44706,True Lies (1994),Action|Adventure|Comedy|Romance,False
511971,2995,1200,4,970683669,M,25,15,97333,Aliens (1986),Action|Sci-Fi|Thriller|War,False
700140,3771,1994,5,966047908,M,25,1,14982,Poltergeist (1982),Horror|Thriller,False
182230,224,3421,4,993071549,F,18,4,14850,Animal House (1978),Comedy,False
998144,4345,452,3,966270523,F,25,14,44304,Widows' Peak (1994),Drama,False
330794,1889,597,4,989087795,M,18,14,80023,Pretty Woman (1990),Comedy|Romance,False
6401,1322,1197,5,974777027,M,56,0,94043,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
697246,4351,3208,3,965439270,M,25,12,37919,Loaded Weapon 1 (1993),Action|Comedy,False
920878,4333,3841,4,965238778,M,50,2,33134,Air America (1990),Action|Comedy,False
457288,296,2662,4,976521008,M,50,5,89432,"War of the Worlds, The (1953)",Action|Sci-Fi|War,False
46627,5431,2692,5,960069630,M,56,1,19026,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
308880,352,272,4,976331092,M,18,4,60115,"Madness of King George, The (1994)",Drama,False
321928,1988,357,4,974683131,F,25,1,85224,Four Weddings and a Funeral (1994),Comedy|Romance,False
731218,2237,3505,4,974599137,F,35,6,14905,No Way Out (1987),Thriller,False
916936,5046,2457,2,962499638,M,25,16,60614,Running Scared (1986),Action|Comedy,False
162024,2124,1096,4,974648603,M,25,0,12306,Sophie's Choice (1982),Drama,False
228754,4592,1175,4,964301160,M,18,4,66044,Delicatessen (1991),Comedy|Sci-Fi,False
259736,3018,2716,4,970521357,M,35,0,45242,Ghostbusters (1984),Comedy|Horror,False
655379,2889,2139,4,972058015,M,35,3,55104,"Secret of NIMH, The (1982)",Animation|Children's,False
117006,963,480,1,975119092,M,25,0,48197,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
652528,5511,2985,4,959715154,M,45,1,92407,Robocop (1987),Action|Crime|Sci-Fi,False
720586,1117,798,3,975694593,M,18,14,10017,Daylight (1996),Action|Adventure|Thriller,False
647023,4959,2455,4,962636628,M,25,17,23454,"Fly, The (1986)",Horror|Sci-Fi,False
872786,3007,1978,1,970539662,M,35,0,33174,Friday the 13th Part V: A New Beginning (1985),Horror,False
173377,331,318,5,976849543,M,25,7,55902,"Shawshank Redemption, The (1994)",Drama,False
589701,4906,2243,4,962745160,M,50,17,49506,Broadcast News (1987),Comedy|Drama|Romance,False
876416,3493,2532,2,967040199,M,25,17,61350,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,False
392169,2656,367,4,973527385,M,56,13,32837,"Mask, The (1994)",Comedy|Crime|Fantasy,False
7640,4566,1197,3,964488405,M,35,17,19473,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
152714,3321,1957,3,967917902,M,35,1,95380,Chariots of Fire (1981),Drama,False
258012,1484,1912,4,997906253,M,25,12,07054,Out of Sight (1998),Action|Crime|Romance,False
481679,1096,344,2,974930346,M,1,10,80439,Ace Ventura: Pet Detective (1994),Comedy,False
594549,5097,3004,1,962373928,M,56,16,19131,"Bachelor, The (1999)",Comedy|Romance,False
582045,3529,1479,3,966898958,F,45,1,97361,"Saint, The (1997)",Action|Romance|Thriller,False
240638,4476,2700,2,965058579,M,45,1,50588,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
775932,1980,852,3,974773577,M,35,7,06460,Tin Cup (1996),Comedy|Romance,False
355685,3675,1393,4,966365834,M,35,7,06680,Jerry Maguire (1996),Drama|Romance,False
617293,2946,2391,3,971275527,M,35,16,92630,"Simple Plan, A (1998)",Crime|Thriller,False
718998,3726,3052,5,966218195,M,25,17,92882,Dogma (1999),Comedy,False
22493,4048,2321,4,965501429,F,35,1,89431,Pleasantville (1998),Comedy,False
101902,5523,3471,4,959645092,M,35,0,60187,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
964800,639,1008,4,975810741,M,45,17,85202,"Davy Crockett, King of the Wild Frontier (1955)",Western,False
848516,5103,1616,4,962411260,F,35,16,78222,"Peacemaker, The (1997)",Action|Thriller|War,False
569830,4221,1498,1,965316591,M,35,4,53818,Inventing the Abbotts (1997),Drama|Romance,False
590672,6036,2694,1,956709526,F,25,15,32603,Big Daddy (1999),Comedy,False
22477,3971,2321,4,967069969,F,18,4,80228,Pleasantville (1998),Comedy,False
731939,3261,3507,4,968937746,M,45,20,87505,"Odd Couple, The (1968)",Comedy,False
609370,3651,1625,3,966463195,M,25,14,98103,"Game, The (1997)",Mystery|Thriller,False
372866,531,3173,3,978973007,F,18,14,22206,Any Given Sunday (1999),Drama,False
35946,4473,588,4,965065766,M,35,1,94121,Aladdin (1992),Animation|Children's|Comedy|Musical,False
664876,4049,405,1,965497385,M,45,11,33133,Highlander III: The Sorcerer (1994),Action|Sci-Fi,False
319730,3516,3786,3,973558804,M,18,4,42101,But I'm a Cheerleader (1999),Comedy,False
283796,4305,1500,3,1041211228,F,45,17,27616,Grosse Pointe Blank (1997),Comedy|Crime,False
883343,549,376,3,976118034,M,25,6,53217,"River Wild, The (1994)",Action|Thriller,False
987862,4227,2655,1,965325739,M,25,19,11414-2520,Howling II: Your Sister Is a Werewolf (1985),Horror,False
51435,702,1207,5,975562037,M,35,7,90808,To Kill a Mockingbird (1962),Drama,False
570377,3664,85,1,966402490,F,35,1,94043,Angels and Insects (1995),Drama|Romance,False
453385,3401,1282,3,980126903,M,35,7,76109,Fantasia (1940),Animation|Children's|Musical,False
420445,5256,3358,3,961298542,M,25,16,30269,Defending Your Life (1991),Comedy|Romance,False
464993,881,2094,3,975262212,M,18,14,76401,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,False
705980,2909,3273,4,971972963,M,25,7,43228,Scream 3 (2000),Horror|Mystery|Thriller,False
791692,3704,2463,4,967160955,F,35,0,04255,Ruthless People (1986),Comedy,False
723777,5367,1047,3,960500438,M,18,4,55344,"Long Kiss Goodnight, The (1996)",Action|Thriller,False
442185,5720,1918,1,958577197,M,25,0,60610,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,False
538595,4957,2021,3,962908454,M,25,2,48197,Dune (1984),Fantasy|Sci-Fi,False
33777,3399,2294,4,967480644,M,25,4,14623,Antz (1998),Animation|Children's,False
45673,5954,1962,5,957703443,M,45,11,70802,Driving Miss Daisy (1989),Drama,False
690193,33,2638,3,978558063,M,45,3,55421,"Mummy's Tomb, The (1942)",Horror,False
125872,3380,3334,4,967586503,M,50,0,20815,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,False
15031,2853,2918,5,972507265,M,1,1,444555,Ferris Bueller's Day Off (1986),Comedy,False
327431,117,364,3,977502020,M,25,17,33314,"Lion King, The (1994)",Animation|Children's|Musical,False
211069,1647,1136,5,986455127,M,18,18,98118,Monty Python and the Holy Grail (1974),Comedy,False
698651,770,3082,3,975492490,M,18,4,98499,"World Is Not Enough, The (1999)",Action|Thriller,False
789667,5754,471,4,958271997,F,18,1,60640,"Hudsucker Proxy, The (1994)",Comedy|Romance,False
719597,1530,786,2,1011820879,M,25,4,53711,Eraser (1996),Action|Thriller,False
636250,1451,3576,4,1028153729,M,35,20,90012,"Hidden, The (1987)",Action|Horror|Sci-Fi,False
254410,1611,377,3,980748119,M,25,0,03867,Speed (1994),Action|Romance|Thriller,False
633762,4041,198,3,965511312,M,18,3,48005,Strange Days (1995),Action|Crime|Sci-Fi,False
841578,5950,1078,2,957182309,M,25,4,19713,Bananas (1971),Comedy|War,False
376251,4308,111,4,965261547,M,25,0,33702,Taxi Driver (1976),Drama|Thriller,False
59581,1685,1246,4,974711500,M,35,12,95833,Dead Poets Society (1989),Drama,False
304094,1356,2395,3,974771290,F,18,4,91706,Rushmore (1998),Comedy,False
416169,202,3916,4,976936911,M,18,4,53706,Remember the Titans (2000),Drama,False
965329,3562,426,3,967092572,F,25,6,32812,Body Snatchers (1993),Horror|Sci-Fi|Thriller,False
483698,5233,923,4,961450579,M,25,5,97213,Citizen Kane (1941),Drama,False
722722,1943,2413,4,1009667191,M,18,4,91501,Clue (1985),Comedy|Mystery,False
461219,4411,2161,5,970366961,M,18,4,92122,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
61784,4169,647,4,975804480,M,50,0,66048,Courage Under Fire (1996),Drama|War,False
948059,1941,3403,3,989646238,M,35,17,94550,Raise the Titanic (1980),Drama|Thriller,False
902869,4183,2112,2,965331428,M,25,1,91730,Grand Canyon (1991),Crime|Drama,False
169642,2693,2728,2,973318272,M,56,13,72949,Spartacus (1960),Drama,False
757620,1181,2757,3,976065252,M,35,7,20716,Frances (1982),Drama,False
873228,1611,1980,3,975827943,M,25,0,03867,Friday the 13th Part VII: The New Blood (1988),Horror,False
286641,692,908,5,975739542,F,25,0,85207,North by Northwest (1959),Drama|Thriller,False
529493,5880,2012,5,957550066,M,25,1,08904,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
461619,2411,3037,5,974590126,F,35,14,01536,Little Big Man (1970),Comedy|Drama|Western,False
148229,3101,1597,3,969582764,M,18,15,91101,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
572996,1273,3362,4,974816166,M,35,2,19123,Dog Day Afternoon (1975),Comedy|Crime|Drama,False
454815,3013,750,4,970520675,M,45,17,97124,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
32626,5747,1721,4,958359133,M,25,0,03755,Titanic (1997),Drama|Romance,False
16738,6002,1035,5,969073022,M,50,0,43231,"Sound of Music, The (1965)",Musical,False
954955,3618,3125,3,966601318,M,56,17,22657,"End of the Affair, The (1999)",Drama,False
104757,524,1690,1,976171688,M,18,0,91320,Alien: Resurrection (1997),Action|Horror|Sci-Fi,False
795797,1164,930,4,1004486404,F,25,19,90020,Notorious (1946),Film-Noir|Romance|Thriller,False
885184,2060,3861,2,977793748,M,1,1,48304,"Replacements, The (2000)",Comedy,False
71261,1099,1210,4,974924435,M,25,17,77059,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
777143,3328,350,4,967917133,M,56,19,91790-1161,"Client, The (1994)",Drama|Mystery|Thriller,False
560403,5077,2076,3,962559820,M,25,2,20037,Blue Velvet (1986),Drama|Mystery,False
541633,3280,2968,3,968169267,M,25,7,33486,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
846276,4425,3706,2,965109566,M,35,7,98607,Angel Heart (1987),Film-Noir|Mystery|Thriller,False
782154,2419,518,2,974301450,M,25,0,06096,"Road to Wellville, The (1994)",Comedy,False
477875,5749,1377,3,962844070,M,25,2,94117,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
779076,5575,2266,3,959293242,M,35,7,19808,"Butcher's Wife, The (1991)",Comedy|Romance,False
977228,5795,1044,5,958080249,M,25,1,92688,Surviving Picasso (1996),Drama,False
326341,1329,3717,3,976914227,M,18,14,60194,Gone in 60 Seconds (2000),Action|Crime,False
40701,1599,150,4,974735720,M,25,0,92646,Apollo 13 (1995),Drama,False
615826,3509,2605,3,967478381,M,18,4,02115,Entrapment (1999),Crime|Thriller,False
353635,5466,1221,5,959897891,M,25,12,98033,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
430000,1926,587,4,974694120,F,1,0,95404,Ghost (1990),Comedy|Romance|Thriller,False
478727,3868,1012,3,965853034,M,18,12,73112,Old Yeller (1957),Children's|Drama,False
554845,1764,216,4,974708486,M,18,0,75149,Billy Madison (1995),Comedy,False
563590,1881,3101,4,974692381,M,35,2,95008,Fatal Attraction (1987),Thriller,False
78348,2895,2881,1,975194232,M,25,11,07039,Double Jeopardy (1999),Action|Thriller,False
335260,1969,3753,5,982796573,F,25,3,92116,"Patriot, The (2000)",Action|Drama|War,False
465101,1655,2094,3,974740062,M,18,4,94507,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,False
398487,6035,1777,3,956713065,F,25,1,78734,"Wedding Singer, The (1998)",Comedy|Romance,False
937719,3641,477,3,966483878,M,25,0,92008,What's Love Got to Do with It? (1993),Drama,False
316531,524,353,4,976171459,M,18,0,91320,"Crow, The (1994)",Action|Romance|Thriller,False
87638,5575,368,4,959292331,M,35,7,19808,Maverick (1994),Action|Comedy|Western,False
817349,1298,1333,4,974790540,M,35,6,33615,"Birds, The (1963)",Horror,False
972524,1172,2996,4,974865477,F,25,0,61801,Music of the Heart (1999),Drama,False
722370,4509,3210,4,964980267,M,25,7,38261,Fast Times at Ridgemont High (1982),Comedy,False
573127,2215,3362,3,974600829,F,25,0,93940,Dog Day Afternoon (1975),Comedy|Crime|Drama,False
242894,5567,296,2,959346956,M,50,3,78704,Pulp Fiction (1994),Crime|Drama,False
451910,3778,248,3,966038480,M,25,0,61832,Houseguest (1994),Comedy,False
944564,3705,2285,3,966284071,M,45,7,30076,If.... (1968),Drama,False
463694,2456,2093,4,974182811,M,25,5,48103,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,False
407041,5927,3751,4,964109014,M,35,14,10003,Chicken Run (2000),Animation|Children's|Comedy,False
26063,570,527,5,976001331,M,25,4,33314,Schindler's List (1993),Drama|War,False
251164,2887,50,5,972174713,M,25,3,66205,"Usual Suspects, The (1995)",Crime|Thriller,False
769659,1264,1285,5,974820489,M,25,1,53711,Heathers (1989),Comedy,False
217736,1474,3702,4,975100357,M,25,4,98115,Mad Max (1979),Action|Sci-Fi,False
994252,442,2128,4,1014945555,M,25,1,55105,Safe Men (1998),Comedy,False
196518,2307,1580,4,974488409,M,25,17,02140,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
940213,4725,1599,3,963368608,M,35,5,96707-1321,Steel (1997),Action,False
114780,4585,1408,4,964322101,M,35,7,30324,"Last of the Mohicans, The (1992)",Action|Romance|War,False
163614,264,1527,4,976654502,M,35,0,20755,"Fifth Element, The (1997)",Action|Sci-Fi,False
81217,4732,3107,3,963636003,M,25,14,24450,Backdraft (1991),Action|Drama,False
938022,2986,1238,4,970812479,M,25,4,24060,Local Hero (1983),Comedy,False
292433,331,16,5,984153286,M,25,7,55902,Casino (1995),Drama|Thriller,False
424381,1119,1252,4,974913319,M,35,1,90504,Chinatown (1974),Film-Noir|Mystery|Thriller,False
421194,752,1320,2,991955362,F,25,3,97401,Alien� (1992),Action|Horror|Sci-Fi|Thriller,False
145104,2581,2396,5,973888399,M,25,11,60611,Shakespeare in Love (1998),Comedy|Romance,False
411274,3825,3253,5,965939855,M,18,1,06279,Wayne's World (1992),Comedy,False
81454,442,3108,5,978732002,M,25,1,55105,"Fisher King, The (1991)",Comedy|Drama|Romance,False
412209,2105,1584,4,974667536,M,25,1,24060,Contact (1997),Drama|Sci-Fi,False
505327,5522,2795,4,960094615,M,25,14,02460,Vacation (1983),Comedy,False
774908,163,276,1,977322924,M,18,4,85013,Milk Money (1994),Comedy|Romance,False
437313,3032,1339,3,970357938,M,25,0,47303,Bram Stoker's Dracula (1992),Horror|Romance,False
615557,1284,2605,3,974842827,M,45,16,33334,Entrapment (1999),Crime|Thriller,False
291690,5026,2890,2,962578908,M,25,17,92584,Three Kings (1999),Drama|War,False
233557,3747,2770,3,966138192,M,45,13,89109,Bowfinger (1999),Comedy,False
734634,604,2642,2,975871382,M,45,17,32256,Superman III (1983),Action|Adventure|Sci-Fi,False
988605,4939,2799,1,962648528,M,25,7,63105,Problem Child 2 (1991),Comedy,False
911676,3927,113,3,965710495,F,25,16,67846,Before and After (1996),Drama|Mystery,False
330952,2976,597,2,971021988,M,18,20,86001,Pretty Woman (1990),Comedy|Romance,False
505107,3285,2795,3,968211371,M,25,4,44706,Vacation (1983),Comedy,False
959588,5848,2361,1,957782383,M,50,20,20009,Pink Flamingos (1972),Comedy,False
79676,3189,434,2,968665498,M,25,16,90292,Cliffhanger (1993),Action|Adventure|Crime,False
524665,1015,3175,3,979452188,M,35,3,11220,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
796029,4510,930,3,964990933,M,45,7,92503,Notorious (1946),Film-Noir|Romance|Thriller,False
851612,2063,1894,1,974664388,M,25,4,43138,Six Days Seven Nights (1998),Adventure|Comedy|Romance,False
752824,2629,2118,5,973628582,M,25,11,15237,"Dead Zone, The (1983)",Horror|Thriller,False
618151,5178,2394,3,961820077,M,50,0,45420,"Prince of Egypt, The (1998)",Animation|Musical,False
112669,3565,442,3,966781239,M,25,18,53572,Demolition Man (1993),Action|Sci-Fi,False
131852,3189,1552,4,969860974,M,25,16,90292,Con Air (1997),Action|Adventure|Thriller,False
920456,411,1082,4,987173283,F,45,1,43214,"Candidate, The (1972)",Drama,False
14000,5858,938,2,957716369,M,25,4,01002,Gigi (1958),Musical,False
734036,2668,1199,4,973443808,F,25,4,94110,Brazil (1985),Sci-Fi,False
26350,1293,527,5,974788915,M,25,5,60074,Schindler's List (1993),Drama|War,False
656876,5422,232,4,960254403,M,50,7,94114,Eat Drink Man Woman (1994),Comedy|Drama,False
41525,5569,150,4,959309338,F,18,1,07666,Apollo 13 (1995),Drama,False
729058,3272,3917,4,971255987,M,35,0,08330,Hellraiser (1987),Horror,False
141168,1733,2571,3,977461878,M,18,14,43725,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
670612,3860,1960,4,965860778,M,45,17,44129,"Last Emperor, The (1987)",Drama|War,False
3310,1889,3408,4,974692425,M,18,14,80023,Erin Brockovich (2000),Drama,False
614628,2041,628,3,979180633,F,25,20,24015,Primal Fear (1996),Drama|Thriller,False
339174,2931,2966,3,971637128,M,18,4,16803,"Straight Story, The (1999)",Drama,False
142754,5504,2571,4,959733894,M,45,7,85287-2702,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
823990,1333,2344,4,974777742,M,25,17,06460,Runaway Train (1985),Action|Adventure|Drama|Thriller,False
883955,721,534,3,975778019,F,35,9,97520,Shadowlands (1993),Drama|Romance,False
862444,2181,1985,2,974611351,M,25,0,45245,Halloween 4: The Return of Michael Myers (1988),Horror,False
314107,3143,1747,3,968986601,F,50,16,90272,Wag the Dog (1997),Comedy|Drama,False
793743,2529,135,4,974061647,F,35,9,95903,Down Periscope (1996),Comedy,False
424012,5026,2054,3,962584066,M,25,17,92584,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
934098,3921,69,3,965718639,M,25,14,95820,Friday (1995),Comedy,False
516121,1274,969,5,974812170,M,45,7,37343,"African Queen, The (1951)",Action|Adventure|Romance|War,False
252877,5369,1192,3,960487689,M,25,15,02139,Paris Is Burning (1990),Documentary,False
89748,1415,3147,5,993497435,M,45,14,22901,"Green Mile, The (1999)",Drama|Thriller,False
797457,1701,3683,2,974706958,F,25,4,97233,Blood Simple (1984),Drama|Film-Noir,False
599455,1109,257,3,975464784,M,18,10,45904,Just Cause (1995),Mystery|Thriller,False
